incident_number,state,district,block,village_name,other_areas,constituency,incident_summary,Matched_Location,latitude,longitude
1402150701,Odisha,Malkangiri,Malkangiri,,Motu Police station,Malkangiri,"Three landmine explosions were reported targeting a polling party of the Panchayat (village-level self-government body) elections on the Tandabai-Jinelgura road under Motu Police station in the Malkangiri District. However, no casualty was reported.","malkangiri, malkangiri, motu police station, malkangiri",81.8825,18.3436
1402150801,Odisha,Nayagarh,Dasapalla,Dasapalla,,Dasapalla,"14 Police personnel and a civilian were killed and four Policemen were wounded when around 500 heavily armed cadres of the CPI-Maoist attacked a Police Training School (PTS), the District armoury and District Police station in co-ordinated attacks near Daspalla in the Nayagarh District at around 10.45pm (IST). They also took away a cache of arms and ammunition in a bus they had hijacked in the District, about 100-km from State capital Bhubaneswar. Police sources claimed that three Maoists were also killed in the incident. However, their bodies have not been recovered and it is suspected that the Maoists before fleeing took away the bodies of their slain comrades. Before launching the attack, the Maoists, speaking in Hindi and Telugu, and suspected to be from neighbouring Chhattisgarh and Andhra Pradesh, announced that they would not harm the public as their target was the Police. The Police suspect it to be the handy work of Sabyasachi Panda, the CPI-Maoist Andhra-Orissa 'secretary'. Meanwhile, a red alert has been sounded in the State and the Police have started combing operations in the neighbouring Districts of Phulbani, Gajapati, Rayagada and Malkangiri in Orissa. The attack was the first of its kind in coastal Orissa. The District armoury and PTS were virtually emptied by the Maoists, the Police said.","nayagarh, daspalla, daspalla, daspalla",84.849,20.3356
1402151301,Odisha,Kandhamal,Daringbadi,Godapakali,,G. Udayagiri,A secret dump of CPI-Maoist was unearthed near Godapakali under Daringbadi Police Station limits in Kandhamal District of Odisha.,"odisha, kandhamal, daringbadi, godapakali",84.1303,19.9037
1402151401,Odisha,Ganjam,Surada,,Merikote reserve forest,Surada,SFs exchanged fire with OMP cadres at Merikote reserve forest in Ganjam District during a combing operation.,"ganjam, merikote reserve forest",84.2832,19.7248
1402151402,Odisha,Ganjam,Surada,,Merikote reserve forest near Salimagochha,Surada,Information gathered from two arrested cadres as well as proof from the camp of the OMP-led by Sabyasachi Panda inside Merikote reserve forest near Salimagochha under Badagada Police Station limits in Ganjam District hints that the outfit now has less than 10 members.,"ganjam, merikote reserve forest near salimagochha",84.2832,19.7248
1402160901,Odisha,Gajapati,Mohana,Andhari Ghati,Katama,Mohana,13 Special Operations Group (SOG) personnel were injured in a CPI-Maoist-triggered landmine blast at Andhari Ghati near Adaba Police Station in the Gajapati District. The SOG personnel were travelling to Katama village in a minibus where they had organised a health camp to increase their relationship with the villagers.,"gajapati, andhari ghati, katama",84.0471,19.6149
1402161101,Odisha,Gajapati,Gumma,,,Parlakhemundi,"CPI-Maoist cadres abducted R. Veenil Krishna, District Collector of Malkangiri District while he was returning after an interaction programme in K Gumma block of the District",gumma,84.02,18.9839
1402161102,Odisha,Sundargarh,,Raidihi and Nuagaon,,Sundargarh assembly constituency,"A team of CRPF troopers and Odisha SOG personnel, during their joint patrolling recovered and defused three landmines from two places along the Odisha-Jharkhand border, about 25 kilometers from Rourkela in Sundargarh District. Two landmines weighing about 10 kilograms each were recovered at a place between Raidihi and Nuagaon, while another landmine of about 25 kilograms was recovered between Mahuapada and Nuagaon road","odisha, sundargarh, raidihi and nuagaon",83.877542,22.003447
1402161103,Odisha,Koraput,Narayanpatna,Dandabadi,,Lakshmipur,"The CPI-Maoist cadres killed a tribal, identified as Wadeka Nasanna, of Dandabadi village under Narayanpatna Block in Koraput District.","koraput, narayanpatna, dandabadi",82.2094,18.7227
1402170701,Odisha,Sambalpur,,Panduapali,Naktideul Police station,Sambalpur parliamentary constituency,CPI-Maoist cadres took away ballot papers from a polling booth at Panduapali under Sadapali grama panchayat under Naktideul Police station jurisdiction in the Sambalpur District.,"sambalpur, panduapali, naktideul police station",84.125046,21.345856
1402170801,Odisha,Nayagarh,,,Gansar hills,,"At least 20 cadres of the CPI-Maoist, including some women cadres, were killed during the ongoing combing operation by security forces in the border area of Nayagarh-Ganjam-Kandhamal Districts. SFs, however, lost three of their personnel in the combing operation launched on a massive scale in different sensitive pockets in Nayagarh, Ganjam, Gajapati, Kandhamal and Rayagada Districts. The combing operations were started on February 16 after hundreds of Maoists raided the Police establishments in Nayagarh District, killing 15 persons, including 13 Policemen, and decamping with huge quantities of arms and ammunition on February 15-night. ""We have information about killing of 20 Maoists and three SOG jawans during the combing operation,"" Home Secretary T. K. Mishra said. Without disclosing the exact location where the Maoists were killed by security forces, he said ""reports are received from different places including the Gansar Hills"". Mishra said sophisticated equipment like night (vision) binoculars, global positioning system (GPS) and other gadgets were being used to monitor movement of the extremists inside the dense forests. Two choppers were being used for movement of personnel in order to coordinate the operation, Mishra added.","nayagarh, gansar hills",,
1402171001,Odisha,Gajapati,Paniganda,,Adaba,Parlakhemundi,"A top cadre of the CPI-Maoist, identified as Babula Behera Dalai (29), was arrested from Adaba area of Gajapati District during a combing operation","gajapati, adaba",84.2529,18.8218
1402171401,Odisha,Rayadaga,,,Nishikal,Rayagada assembly constituency,Two landmines weighing 20 kilograms and 15 kilograms each and three SBML guns were recovered in an anti-CPI-Maoist operation in the Nishikal area of Rayagada District.,"rayagada, nishikal",83.088478,19.324511
1402171501,Odisha,Malkangiri,Kalimela,,Tekguda and Kurupa jungles under Kalimela Police Station limits,Malkangiri,"The DVF and SOG personnel of Odisha busted six CPI-Maoist camps in a forest near Tekaguda village of Kalimela block in Malkangiri District. Huge quantity of explosives and Maoist materials were seized from the spot. Materials seized from the busted camps included pipe gun, pistols, magazines, explosives, gun and bomb making materials, Maoists dress, books, medicines and other essentials, said Malkangiri Superintendent of Police Mitrabhanu Mohapatra. However, the SOG personnel failed to capture any of the Maoists as they had already fled from the camps.","odisha, malkangiri, kalimela, malkangiri",81.7514,18.0908
1402180801,Odisha,Ganjam,,,Gosama hills,,"Security force personnel with the help of Indian Air Forces choppers searched the hills and dense forests of the Nayagarh and Ganjam Districts and recovered a truckload of arms and ammunition lying abandoned in the Gosama hills of Ganjam District. The abandoned objects included around 400 rifles and more than 60,000 cartridges. However, most of the sophisticated AK-47 assault rifles looted during the Nayagarh attack on February 15-night was not part of the recovered items. The recovery is nearly 40 percent of the weaponry that the Maoists looted in the attack, Chief Minister Naveen Patnaik informed the State legislative assembly. ""There are three IAF helicopters helping us intercept the ultras on the run. We are pursuing them inside the jungle, along the hills and in the villages in 10 to 12 different operation zones from Kalingaghati to Bhanjanagar and Gallery to Chakapada ""said an unnamed Police officer.""","ganjam, gosama hills",,
1402180802,Odisha,Gajapati,Paniganda,Paniganda,,Parlakhemundi,"A powerful landmine weighing about 20 kilograms was recovered by the CRPF personnel during a combing operation in the Gajapati District. The landmine had been planted by the CPI-Maoist cadres recently with an intention to target the CRPF personnel who regularly patrol the roads on the isolated stretch. CRPF commandant A. K. Das said, ""The mine was detected near the Adagan village on the Paniganda to Jhumurigada road about 15 km from Adava village in the Mohona Block"". ""This road links to the Brahmanigam village of the Kandhamala District, and is now regularly used to transport the security men who are moving towards the Kandhamala District for the anti naxalite operations.""","gajapati, paniganda, paniganda",84.1171,19.6098
1402180901,Odisha,Kandhamal,Phulbani,Barda,Phulbani forest,Phulbani,"A group of 40 CPI-Maoist cadres attacked a beat house of the forest department at Barda of Phulbani forest division in the Kandhamal District. They ransacked the forest beat house and looted two guns, one pistol and INR 100,000 in cash.","kandhamal, phulbani, barda, phulbani forest, phulbani",84.2331,20.4797
1402181101,Odisha,Malkangiri,Malkangiri,,Govindapalli ghat,Malkangiri,Maoists disrupted the road transport network in Malkangiri District by felling trees and triggering a landmine. The Maoists felled trees and dug up the Orissa state highway-25 at several places on the Govindapalli ghat section leading to Malkangiri.,"malkangiri, malkangiri, govindapalli ghat, malkangiri",81.8825,18.3436
1402181501,Odisha,Sundargarh,,Jamki,Turekela Police Station,,"A group of suspected CPI-Maoist armed cadres stormed into a country liquor making unit at Jamki village under Turekela Police Station limit in Sundargarh District of Odisha and set it ablaze after asking the security guard and other staff to go out. Some posters were found near the site with name of the CPI-Maoist, Police said adding the posters attacked both Prime Minister Narendra Modi and Naveen Patnaik accusing them of working against the poor.","odisha, sundargarh, jamki, turekela police station",,
1402190901,Odisha,Sambalpur,,Alighati,,,"A Maoist, identified as Sunil Tirkey of Alighati village in the Sambalpur District, surrendered before the Police in Sambalpur. Tirkey had joined the CPI-Maoist in 2006 and was wanted in various criminal cases, including abduction of four forest department personnel, from Redhakhol area of the District.","sambalpur, alighati",84.034306,21.27107
1402191301,Odisha,Dhenkanal,,,,,"A woman CPI-Maoist cadre allegedly involved in the killing of a forest department official, surrendered before Police in Dhenkanal District.",dhenkanal,,
1402191601,Odisha,Koraput,,,,,"Two CPI-Maoist militias, who reportedly triggered the landmine blast on January 8 that killed two BSF personnel, including a Deputy Commandant, were arrested in Koraput District. They were identified as Basudev Pradhani (37) and Bhagaban Minarbalia (28). According to Police sources, both were part of Boipariguda 'area committee' under Malkangiri-Koraput border division of the CPI-Maoist.",koraput,,
1402191602,Odisha,Malkangiri,Podia,,Podia Police Station limits,Malkangiri,"A village headman, identified as Penta Madkami, was killed by suspected CPI-Maoist cadres under Podia Police Station limits in Malkangiri District. Three Maoists arrived at Madkami's house and introduced themselves as Police officers. They entered his house and then killed him with an axe.","podia, malkangiri, podia, podia police station limits, malkangiri",81.8825,18.3436
